id,state,start_date,end_date,methodology,sample_size,pollster,population,national,generic_candidates,other_pct,undecided_pct,margin_of_error,undecided_and_other_pct,partisan_flag,tracking
870,OH,6/29/2010,6/29/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
871,OH,6/26/2010,6/27/2010,,482,PPP,RV,0,0,,,,,,
872,OH,6/22/2010,6/27/2010,,1107,Quinnipiac,RV,0,0,,,,,,
873,OH,6/3/2010,6/3/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
874,OH,5/11/2010,5/20/2010,,668,U. of Cincinnati / Ohio Poll,LV,0,0,,,,,,
875,OH,5/5/2010,5/5/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
876,OH,4/22/2010,4/26/2010,,1568,Quinnipiac,RV,0,0,,,,,,
877,OH,4/5/2010,4/7/2010,,600,Research 2000,LV,0,0,,,,,,
878,OH,3/30/2010,3/30/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
879,OH,3/25/2010,3/28/2010,,1526,Quinnipiac,RV,0,0,,,,,,
880,OH,3/20/2010,3/21/2010,,630,PPP,LV,0,0,,,,,,
881,OH,3/4/2010,3/4/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
882,OH,2/16/2010,2/21/2010,,1662,Quinnipiac,RV,0,0,,,,,,
883,OH,1/12/2010,1/12/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
884,OH,1/6/2010,1/11/2010,,500,YouGov,RV,0,0,,,,,,
885,OH,12/7/2009,12/7/2009,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
886,OH,11/5/2009,11/9/2009,,1123,Quinnipiac,RV,0,0,,,,,,
887,OH,9/23/2009,9/23/2009,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
888,OH,9/10/2009,9/13/2009,,1074,Quinnipiac,RV,0,0,,,,,,
889,OH,7/6/2009,7/8/2009,,600,Research 2000,LV,0,0,,,,,,
890,OH,6/26/2009,7/1/2009,,1259,Quinnipiac,RV,0,0,,,,,,
891,OH,6/17/2009,6/19/2009,,619,PPP,RV,0,0,,,,,,
892,OH,4/28/2009,5/4/2009,,1079,Quinnipiac,RV,0,0,,,,,,
893,OH,3/10/2009,3/15/2009,,1299,Quinnipiac,RV,0,0,,,,,,
894,OH,1/29/2009,2/2/2009,,1127,Quinnipiac,RV,0,0,,,,,,
895,OH,1/17/2009,1/18/2009,,578,PPP,RV,0,0,,,,,,
896,OK,5/14/2010,5/16/2010,,715,PPP,RV,0,0,,,,,,
897,OK,2/24/2010,2/24/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
898,OK,6/30/2010,6/30/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
899,OK,6/30/2010,6/30/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
900,OR,7/26/2010,7/26/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
901,OR,7/25/2010,7/27/2010,,567,SurveyUSA,LV,0,0,,,,,,
902,OR,6/17/2010,6/20/2010,,399,Davis & Hibbitts,LV,0,0,,,,,,
903,OR,6/17/2010,6/17/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
904,OR,6/7/2010,6/9/2010,,566,SurveyUSA,LV,0,0,,,,,,
905,OR,5/24/2010,5/24/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
906,OR,2/16/2010,2/16/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
907,PA,8/16/2010,8/16/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
908,PA,8/14/2010,8/16/2010,,585,PPP,LV,0,0,,,,,,
909,PA,7/28/2010,7/28/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
910,PA,7/14/2010,7/14/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
911,PA,7/6/2010,7/11/2010,,1367,Quinnipiac,RV,0,0,,,,,,
912,PA,6/29/2010,6/29/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
913,PA,6/19/2010,6/21/2010,,934,PPP,RV,0,0,,,,,,
914,PA,6/2/2010,6/2/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
915,PA,5/19/2010,5/19/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
916,PA,5/10/2010,5/12/2010,,600,Research 2000,LV,0,0,,,,,,
917,PA,5/6/2010,5/6/2010,,1000,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
918,PA,5/4/2010,5/10/2010,,1161,Quinnipiac,RV,0,0,,,,,,
919,PA,5/3/2010,5/9/2010,,861,Franklin & Marshall,RV,0,0,,,,,,
920,PA,4/12/2010,4/12/2010,,1000,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
921,PA,3/31/2010,4/5/2010,,1412,Quinnipiac,RV,0,0,,,,,,
922,PA,3/29/2010,4/1/2010,,934,PPP,RV,0,0,,,,,,
923,PA,3/15/2010,3/21/2010,,1119,Franklin & Marshall,RV,0,0,,,,,,
924,PA,3/15/2010,3/15/2010,,1000,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
925,PA,3/8/2010,3/10/2010,,600,Research 2000,LV,0,0,,,,,,
926,PA,2/22/2010,2/28/2010,,1452,Quinnipiac,RV,0,0,,,,,,
927,PA,2/15/2010,2/21/2010,,954,Franklin & Marshall,RV,0,0,,,,,,
928,PA,2/15/2010,2/21/2010,,324,Franklin & Marshall,LV,0,0,,,,,,
929,PA,2/8/2010,2/8/2010,,1000,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
930,PA,1/18/2010,1/24/2010,,993,Franklin & Marshall,RV,0,0,,,,,,
931,PA,1/18/2010,1/24/2010,,395,Franklin & Marshall,LV,0,0,,,,,,
932,PA,1/18/2010,1/18/2010,,1000,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
933,PA,1/6/2010,1/11/2010,,500,YouGov,RV,0,0,,,,,,
934,PA,12/8/2009,12/14/2009,,1381,Quinnipiac,RV,0,0,,,,,,
935,PA,12/8/2009,12/8/2009,,1200,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
936,PA,10/20/2009,10/25/2009,,529,Franklin & Marshall,RV,0,0,,,,,,
937,PA,10/13/2009,10/13/2009,,1000,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
938,PA,10/7/2009,10/7/2009,,412,Dane,LV,0,0,,,,,,
939,PA,9/21/2009,9/28/2009,,1100,Quinnipiac,RV,0,0,,,,,,
940,PA,8/25/2009,8/31/2009,,562,Franklin & Marshall,RV,0,0,,,,,,
941,PA,8/11/2009,8/11/2009,,1000,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
942,PA,8/10/2009,8/12/2009,,600,Research 2000,LV,0,0,,,,,,
943,PA,7/14/2009,7/19/2009,,1173,Quinnipiac,RV,0,0,,,,,,
944,PA,6/16/2009,6/16/2009,,800,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
945,PA,5/20/2009,5/26/2009,,1191,Quinnipiac,RV,0,0,,,,,,
946,PA,5/4/2009,5/6/2009,,600,Research 2000,LV,0,0,,,,,,
947,PA,5/10/2010,5/12/2010,,600,Research 2000,LV,0,0,,,,,,
948,PA,5/6/2010,5/6/2010,,1000,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
949,PA,5/4/2010,5/10/2010,,1161,Quinnipiac,RV,0,0,,,,,,
950,PA,5/3/2010,5/9/2010,,861,Franklin & Marshall,RV,0,0,,,,,,
951,PA,4/12/2010,4/12/2010,,1000,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
952,PA,3/31/2010,4/5/2010,,1412,Quinnipiac,RV,0,0,,,,,,
953,PA,3/29/2010,4/1/2010,,934,PPP,RV,0,0,,,,,,
954,PA,3/15/2010,3/21/2010,,1119,Franklin & Marshall,RV,0,0,,,,,,
955,PA,3/15/2010,3/15/2010,,1000,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
956,PA,3/8/2010,3/10/2010,,600,Research 2000,LV,0,0,,,,,,
957,PA,3/5/2010,3/6/2010,,700,Susquehanna,LV,0,0,,,,,,
958,PA,2/22/2010,2/28/2010,,1452,Quinnipiac,RV,0,0,,,,,,
959,PA,2/15/2010,2/21/2010,,954,Franklin & Marshall,RV,0,0,,,,,,
960,PA,2/15/2010,2/21/2010,,324,Franklin & Marshall,LV,0,0,,,,,,
961,PA,2/8/2010,2/8/2010,,1000,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
962,PA,1/18/2010,1/24/2010,,993,Franklin & Marshall,RV,0,0,,,,,,
963,PA,1/18/2010,1/24/2010,,395,Franklin & Marshall,LV,0,0,,,,,,
964,PA,1/18/2010,1/18/2010,,1000,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
965,PA,1/6/2010,1/11/2010,,500,YouGov,RV,0,0,,,,,,
966,PA,12/8/2009,12/14/2009,,1381,Quinnipiac,RV,0,0,,,,,,
967,PA,12/8/2009,12/8/2009,,1200,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
968,PA,10/20/2009,10/25/2009,,529,Franklin & Marshall,RV,0,0,,,,,,
969,PA,10/13/2009,10/13/2009,,1000,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
970,PA,10/7/2009,10/7/2009,,412,Dane,LV,0,0,,,,,,
971,PA,10/7/2009,10/12/2009,,700,Susquehanna,RV,0,0,,,,,,
972,PA,9/21/2009,9/28/2009,,1100,Quinnipiac,RV,0,0,,,,,,
973,PA,8/25/2009,8/31/2009,,562,Franklin & Marshall,RV,0,0,,,,,,
974,PA,8/11/2009,8/11/2009,,1000,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
975,PA,8/10/2009,8/12/2009,,600,Research 2000,LV,0,0,,,,,,
976,PA,7/14/2009,7/19/2009,,1173,Quinnipiac,RV,0,0,,,,,,
977,PA,6/16/2009,6/16/2009,,800,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
978,PA,5/26/2009,5/30/2009,,700,Susquehanna,RV,0,0,,,,,,
979,PA,5/20/2009,5/26/2009,,1191,Quinnipiac,RV,0,0,,,,,,
980,PA,5/4/2009,5/6/2009,,600,Research 2000,LV,0,0,,,,,,
981,PA,5/3/2009,5/4/2009,,700,Public Opinion Strategies,LV,0,0,,,,,,
982,PA,4/30/2009,5/2/2009,,1019,Susquehanna,RV,0,0,,,,,,
983,PA,4/29/2009,5/3/2009,,1120,Quinnipiac,RV,0,0,,,,,,
984,SC,6/10/2010,6/10/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
985,SC,5/22/2010,5/23/2010,,1255,PPP,RV,0,0,,,,,,
993,UT,6/23/2010,6/23/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
994,VT,6/17/2010,6/17/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
995,WA,7/14/2010,7/14/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
996,WA,6/22/2010,6/22/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
997,WA,6/9/2010,6/13/2010,,405,Elway,RV,0,0,,,,,,
998,WA,5/26/2010,5/26/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
999,WA,5/4/2010,5/4/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1000,WA,4/29/2010,5/2/2010,,405,Elway,RV,0,0,,,,,,
1001,WA,4/19/2010,4/22/2010,,517,SurveyUSA,LV,0,0,,,,,,
1002,WA,4/4/2010,4/4/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1003,WA,3/22/2010,3/24/2010,,600,Research 2000,LV,0,0,,,,,,
1004,WA,5/26/2010,5/26/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1005,WA,5/4/2010,5/4/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1006,WA,4/29/2010,5/2/2010,,405,Elway,RV,0,0,,,,,,
1007,WA,4/19/2010,4/22/2010,,517,SurveyUSA,LV,0,0,,,,,,
1008,WA,4/4/2010,4/4/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1009,WA,3/22/2010,3/24/2010,,600,Research 2000,LV,0,0,,,,,,
1010,WA,3/9/2010,3/9/2010,,500,Research 2000,LV,0,0,,,,,,
1011,WA,2/11/2010,2/11/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1012,WA,7/27/2010,8/1/2010,,1204,PPP,RV,0,0,,,,,,
1013,WA,7/14/2010,7/14/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1014,WA,6/22/2010,6/22/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1015,WA,6/9/2010,6/13/2010,,405,Elway,RV,0,0,,,,,,
1016,WA,5/26/2010,5/26/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1017,WA,4/29/2010,5/2/2010,,405,Elway,RV,0,0,,,,,,
1018,WA,4/19/2010,4/22/2010,,517,SurveyUSA,LV,0,0,,,,,,
1019,WA,4/4/2010,4/4/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1020,WA,3/9/2010,3/9/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1021,WA,2/11/2010,2/11/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1022,WA,8/18/2010,8/18/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,4,4,4,,,
1023,WA,7/28/2010,7/28/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,2,,,,
1024,WA,7/27/2010,8/1/2010,,1204,PPP,RV,0,0,,,,,,
1025,WA,7/14/2010,7/14/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,3,,,,
1026,WA,6/22/2010,6/22/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,3,3,,,,
1027,WA,6/9/2010,6/13/2010,,405,Elway,RV,0,0,,,,,,
1028,WA,5/26/2010,5/26/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,4,,,,
1029,WA,5/4/2010,5/4/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,3,,,,
1030,WA,5/3/2010,5/23/2010,,850,U. Washington,RV,0,0,,,,,,
1031,WA,4/29/2010,5/2/2010,,405,Elway,RV,0,0,,,,,,
1032,WA,4/19/2010,4/22/2010,,517,SurveyUSA,LV,0,0,,,,,,
1033,WA,4/4/2010,4/4/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,3,4,,,,
1034,WA,3/22/2010,3/24/2010,,600,Research 2000,LV,0,0,,,,,,
1035,WA,3/9/2010,3/9/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,3,2,,,,
1036,WA,1/24/2010,1/25/2010,,500,Moore Information,LV,0,0,,,,,,
1037,WV,7/8/2010,7/8/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1038,WV,7/8/2010,7/8/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1039,WV,7/22/2010,7/22/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1040,WI,8/10/2010,8/10/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1041,WI,7/27/2010,7/27/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1042,WI,7/13/2010,7/13/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1043,WI,6/26/2010,6/27/2010,,638,PPP,RV,0,0,,,,,,
1044,WI,6/21/2010,6/21/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1045,WI,6/9/2010,7/10/2010,,297,Badger Poll,LV,0,0,,,,,,
1046,WI,5/25/2010,5/25/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1047,WI,4/20/2010,4/20/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1048,WI,3/22/2010,3/24/2010,,600,Research 2000,LV,0,0,,,,,,
1049,WI,3/23/2010,3/31/2010,,400,St. Norbert,A,0,0,,,,,,
1050,WI,3/20/2010,3/21/2010,,700,PPP,RV,0,0,,,,,,
1051,WI,3/16/2010,3/16/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1052,WI,3/7/2010,3/9/2010,,600,WPRI,LV,0,0,,,,,,
1053,WI,2/17/2010,2/17/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1054,WI,1/26/2010,1/26/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1055,WI,11/20/2009,11/22/2009,,767,PPP,RV,0,0,,,,,,
1056,WI,9/27/2009,9/29/2009,,700,WPRI,A,0,0,,,,,,
1057,WI,5/25/2010,5/25/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1058,WI,4/20/2010,4/20/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1060,WI,3/22/2010,3/24/2010,,600,Research 2000,LV,0,0,,,,,,
1061,WI,3/20/2010,3/21/2010,,700,PPP,RV,0,0,,,,,,
1062,WI,3/16/2010,3/16/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1063,WI,3/7/2010,3/9/2010,,600,WPRI,LV,0,0,,,,,,
1064,WI,2/17/2010,2/17/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1065,WI,11/20/2009,11/22/2009,,767,PPP,RV,0,0,,,,,,
1066,WI,8/10/2010,8/10/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1067,WI,7/27/2010,7/27/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1068,WI,7/13/2010,7/13/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1069,WI,6/26/2010,6/27/2010,,638,PPP,RV,0,0,,,,,,
1070,WI,6/21/2010,6/21/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1071,WI,5/25/2010,5/25/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1072,WI,4/20/2010,4/20/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1073,WI,3/22/2010,3/24/2010,,600,Research 2000,LV,0,0,,,,,,
1074,WI,3/20/2010,3/21/2010,,700,PPP,RV,0,0,,,,,,
1075,WI,3/16/2010,3/16/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1076,WI,2/17/2010,2/17/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
1077,WI,11/20/2009,11/22/2009,,767,PPP,RV,0,0,,,,,,
1787,AL,8/19/2010,8/19/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,10,4.5,,,
1788,GA,8/18/2010,8/18/2010,,554,InsiderAdvantage,LV,0,0,7,11,,,,
1789,IL,8/4/2010,8/4/2010,,998,We Ask America,RV,0,0,,,3.11,28,R,
1790,KS,5/11/2010,5/11/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,4.5,,,
1791,NY,7/6/2010,7/12/2010,,760,Siena,RV,0,0,,10,3.6,,,
1792,NY,1/25/2010,1/27/2010,,838,Marist,RV,0,0,,18,3.5,,,
1793,NC,3/22/2010,3/22/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,6,8,4.5,,,
1794,ND,2/9/2010,2/10/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,1,5,4.5,,,
1795,OH,3/20/2010,3/21/2010,,630,PPP,LV,0,0,,24,3.9,,,
1796,OK,7/28/2010,7/28/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,1,4,4.5,,,
1797,PA,4/7/2010,4/12/2010,,700,Susquehanna,LV,0,0,3,10,3.7,,,
1798,PA,4/5/2010,4/7/2010,,402,Muhlenberg,LV,0,0,4,9,5,,,
1799,SC,7/29/2010,7/29/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,7,10,4.5,,,
1800,WA,7/28/2010,7/28/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,4,6,4,,,
1802,WA,7/28/2010,7/28/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,4,4,,,
1803,WA,8/18/2010,8/19/2010,,618,SurveyUSA,LV,0,0,,3,4,,,
1806,WV,7/26/2010,8/2/2010,,268,R.L. Repass & Partners/Mindfield,LV,0,0,,,6,,,
1809,AR,7/17/2010,7/17/2010,,793,Zata3,LV,0,0,5,6,,,,
1810,AR,7/12/2010,7/12/2010,,897,Magellan,LV,0,0,4,6,,,,
1811,WI,7/12/2010,7/12/2010,,1145,Magellan,LV,0,0,3,8,,,,
1812,NC,7/19/2010,7/21/2010,,600,Tel Opinion Research,LV,0,0,3,15,,,,
1813,MO,8/23/2010,8/23/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,2,4,,,
1814,FL,8/21/2010,8/22/2010,,567,PPP,LV,0,0,4,10,4.15,,,
1815,FL,8/21/2010,8/22/2010,,567,PPP,LV,0,0,3,8,4.15,,,
1819,PA,8/4/2010,8/4/2010,,1000,We Ask America,RV,0,0,,,3.1,17,R,
1820,IL,8/23/2010,8/23/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,8,4,,,
1821,OR,8/22/2010,8/22/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,1,7,4,,,
1822,CO,8/20/2010,8/22/2010,,601,Ipsos,RV,0,0,1,15,4,,,
1823,CO,8/20/2010,8/22/2010,,453,Ipsos,LV,0,0,1,10,4.6,,,
130001,GA,6/17/2009,6/17/2009,,500,Rasmussen (Pulse Opinion Research),LV,0,0,6,8,,,,
130002,ID,8/31/2010,8/31/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,6,7,4.5,,,
130003,PA,8/30/2010,8/30/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,8,4,,,
130004,PA,8/27/2010,8/29/2010,,600,Ipsos,RV,0,0,4,20,4,,,
130005,PA,8/27/2010,8/29/2010,,407,Ipsos,LV,0,0,2,15,4.9,,,
130006,PA,8/16/2010,8/23/2010,,485,Franklin & Marshall,RV,0,0,4,38,4.45,,,
130007,PA,8/16/2010,8/23/2010,,377,Franklin & Marshall,LV,0,0,,,5.4,,,
130011,OK,8/26/2010,8/26/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,3,5,4.5,,,
130012,NV,9/1/2010,9/1/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,1,4,,,
130013,NV,8/23/2010,8/25/2010,,625,Mason-Dixon,LV,0,0,2,5,4,,,
130014,NV,8/4/2010,8/4/2010,,1070,We Ask America,RV,0,0,,,2.99,13,R,
130015,WA,8/31/2010,8/31/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,2,4,,,
130016,MD,8/17/2010,8/17/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,3,,,,
130017,LA,8/30/2010,8/30/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,5,7,4.5,,,
130018,LA,8/21/2010,8/22/2010,,403,PPP,LV,0,0,,8,4.9,,,
130019,LA,8/21/2010,8/22/2010,,403,PPP,LV,0,0,,21,4.9,,,
130020,FL,8/25/2010,8/25/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,4,5,4,,,
130021,AK,8/27/2010,8/28/2010,,1306,PPP,LV,0,0,,12,2.7,,,
130023,AK,8/27/2010,8/28/2010,,1306,PPP,LV,0,0,,14,2.7,,,
130024,NC,8/27/2010,8/29/2010,,724,PPP,LV,0,0,6,13,3.6,,,
130025,WV,8/29/2010,8/29/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,4,7,4.5,,,
130026,SC,8/25/2010,8/25/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,8,10,4.5,,,
130027,UT,8/23/2010,8/23/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,12,5,,,,
130028,UT,4/26/2010,4/28/2010,,400,Mason-Dixon,LV,0,0,,29,,,,
130030,AZ,8/25/2010,8/25/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,10,6,4.5,,,
130031,AZ,9/18/2009,9/21/2009,,617,PPP,LV,0,0,,20,,,,
130032,NY,9/1/2010,9/1/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,6,11,,,,
130033,IL,8/28/2010,9/1/2010,,600,Market Shares,LV,0,0,,22,4,,,
130034,IL,3/10/2010,3/10/2010,,779,We Ask America,RV,0,0,3,19,3.51,,R,
130035,OH,8/30/2010,8/30/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,4,9,4,,,
130036,OH,8/27/2010,8/29/2010,,475,PPP,LV,0,0,,18,,,,
130037,OH,8/25/2010,9/3/2010,,1622,Columbus Dispatch,RV,0,0,3,9,2.2,,,
130038,WI,8/24/2010,8/24/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,6,7,4,,,
130039,WI,8/24/2010,8/24/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,1,5,4,,,
130040,DE,9/2/2010,9/2/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,8,8,4.5,,,
130041,DE,8/7/2010,8/8/2010,,620,PPP,RV,0,0,,,4,,,
130042,DE,8/5/2010,8/5/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,3,,,
130043,DE,7/14/2010,7/14/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,3,,,
130044,DE,9/2/2010,9/2/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,6,9,4.5,,,
130045,KY,8/30/2010,9/1/2010,,802,Braun Research,LV,0,0,,19,3.46,,,
130046,KY,8/30/2010,9/1/2010,,561,SurveyUSA,LV,0,0,,5,4.2,,,
130047,IA,11/8/2009,11/11/2009,,539,Selzer,LV,0,0,,10,,,,
130048,MO,8/7/2010,8/22/2010,,785,Missouri State U.,RV,0,0,2,,3.5,,,
130049,MO,8/4/2010,8/4/2010,,1024,We Ask America,RV,0,0,,,3.06,10,R,
130050,CA,8/31/2010,9/1/2010,,569,SurveyUSA,LV,0,0,5,1,,,,
130052,CA,8/24/2010,8/24/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,4,4,,,
130053,CO,8/29/2010,8/29/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,3,4,,,
140000,CO,8/28/2010,9/1/2010,,473,POS/FM3,LV,0,0,,,4.51,,,
140001,CA,9/6/2010,9/6/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,4,,,
140003,CT,9/9/2010,9/9/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,1,2,,,,
140005,AK,8/31/2010,8/31/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,4,2,,,,
140006,AZ,9/7/2010,9/7/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,7,6,,,,
140007,CA,9/2/2010,9/7/2010,RDD,866,CNN / Opinion Research,RV,0,0,5,3,,,,
140009,FL,9/2/2010,9/7/2010,RDD,899,CNN / Opinion Research,RV,0,0,3,3,,,,
140011,KY,9/2/2010,9/7/2010,RDD,869,CNN / Opinion Research,RV,0,0,5,4,,,,
140012,FL,9/1/2010,9/7/2010,RDD,1016,Susquehanna,LV,0,0,,5,,,,
