"startdate","enddate","Democrats","Republicans","Sample","Poll","knownDate"
1998-01-14,1998-01-15,46,37,"a","Yankelovich Partners!!Time, Cable News Network",1998-01-17
1998-01-14,1998-01-15,41,33,"a","Yankelovich Partners!!Time, Cable News Network",1998-01-17
1998-01-03,1998-01-03,51,40,"RV","Gallup",1998-01-05
1997-12-07,1997-12-09,35,36,"rv","The Tarrance Group and Lake, Sosin, Snell, Perry & Associates!!",1997-12-11
1997-11-06,1997-11-09,43,35,"a","Gallup Organization!!Cable News Network, USA Today",1997-11-11
1997-11-06,1997-11-09,49,40,"a","Gallup Organization!!Cable News Network, USA Today",1997-11-11
1997-10-27,1997-10-29,42,40,"a","Gallup Organization!!Cable News Network, USA Today",1997-10-31
1997-10-27,1997-10-29,46,44,"a","Gallup Organization!!Cable News Network, USA Today",1997-10-31
1997-10-09,1997-10-13,45,40,"a","ABC News/Washington Post!!",1997-10-15
1997-10-07,1997-10-12,42,42,"rv","American Viewpoint!!",1997-10-14
1997-09-11,1997-09-15,36,29,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1997-09-17
1997-09-10,1997-09-11,48,39,"a","Yankelovich Partners!!Time, Cable News Network",1997-09-13
1997-09-10,1997-09-11,44,35,"a","Yankelovich Partners!!Time, Cable News Network",1997-09-13
1997-09-06,1997-09-09,41,33,"a","Los Angeles Times!!",1997-09-11
1997-08-22,1997-08-25,44,36,"a","Gallup Organization!!Cable News Network, USA Today",1997-08-27
1997-08-22,1997-08-25,50,40,"a","Gallup Organization!!Cable News Network, USA Today",1997-08-27
1997-08-07,1997-08-10,48,45,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1997-08-12
1997-08-07,1997-08-10,43,40,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1997-08-12
1997-07-25,1997-07-27,43,39,"a","Gallup Organization!!Cable News Network, USA Today",1997-07-29
1997-07-25,1997-07-27,44,42,"a","Gallup Organization!!Cable News Network, USA Today",1997-07-29
1997-07-25,1997-07-27,46,45,"a","Gallup Organization!!Cable News Network, USA Today",1997-07-29
1997-07-25,1997-07-27,49,43,"a","Gallup Organization!!",1997-07-29
1997-02-10,1997-02-13,17,16,"rv","American Viewpoint!!",1997-02-15
1996-11-02,1996-11-04,48,45,"rv","Princeton Survey Research Associates!!Newsweek",1996-11-06
1996-11-02,1996-11-04,45,42,"rv","Princeton Survey Research Associates!!Newsweek",1996-11-06
1996-11-03,1996-11-04,45,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-11-06
1996-11-03,1996-11-04,49,44,"a","Gallup Organization!!Cable News Network, USA Today",1996-11-06
1996-11-03,1996-11-04,49,40,"a","ABC News!!",1996-11-06
1996-11-03,1996-11-04,52,42,"a","ABC News!!",1996-11-06
1996-11-02,1996-11-03,52,40,"a","ABC News!!",1996-11-05
1996-11-02,1996-11-03,49,38,"a","ABC News!!",1996-11-05
1996-11-02,1996-11-03,41,40,"rv","The Tarrance Group and Lake Research!!U.S. News & World Report",1996-11-05
1996-11-02,1996-11-03,46,40,"a","Gallup Organization!!Cable News Network, USA Today",1996-11-05
1996-11-02,1996-11-03,51,43,"a","Gallup Organization!!Cable News Network, USA Today",1996-11-05
1996-11-02,1996-11-03,43,41,"rv","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1996-11-05
1996-10-31,1996-11-02,51,41,"a","ABC News!!",1996-11-04
1996-10-30,1996-11-02,47,41,"a","CBS News/New York Times!!",1996-11-04
1996-10-31,1996-11-02,43,34,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-11-04
1996-10-31,1996-11-02,49,39,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-11-04
1996-11-01,1996-11-02,47,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-11-04
1996-11-01,1996-11-02,51,43,"a","Gallup Organization!!Cable News Network, USA Today",1996-11-04
1996-10-31,1996-11-01,51,41,"a","ABC News!!",1996-11-03
1996-10-31,1996-11-01,48,39,"a","ABC News!!",1996-11-03
1996-10-31,1996-11-01,46,43,"a","Gallup Organization!!Cable News Network, USA Today",1996-11-03
1996-10-31,1996-11-01,49,45,"a","Gallup Organization!!Cable News Network, USA Today",1996-11-03
1996-10-30,1996-10-31,50,42,"a","ABC News!!",1996-11-02
1996-10-30,1996-10-31,47,40,"a","ABC News!!",1996-11-02
1996-10-30,1996-10-31,41,37,"lv","Opinion Dynamics!!Fox News",1996-11-02
1996-10-28,1996-10-31,38,41,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-11-02
1996-10-30,1996-10-31,48,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-11-02
1996-10-30,1996-10-31,51,43,"a","Gallup Organization!!Cable News Network, USA Today",1996-11-02
1996-10-29,1996-10-30,50,42,"a","ABC News!!",1996-11-01
1996-10-29,1996-10-30,46,40,"a","ABC News!!",1996-11-01
1996-10-27,1996-10-30,39,40,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-11-01
1996-10-29,1996-10-30,47,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-11-01
1996-10-29,1996-10-30,50,43,"a","Gallup Organization!!Cable News Network, USA Today",1996-11-01
1996-10-28,1996-10-29,52,40,"a","ABC News!!",1996-10-31
1996-10-28,1996-10-29,49,38,"a","ABC News!!",1996-10-31
1996-10-27,1996-10-29,45,42,"a","CBS News!!",1996-10-31
1996-10-24,1996-10-29,40,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-31
1996-10-28,1996-10-29,45,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-31
1996-10-28,1996-10-29,48,44,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-31
1996-10-25,1996-10-29,43,37,"a","Washington Post!!",1996-10-31
1996-10-25,1996-10-29,46,39,"a","Washington Post!!",1996-10-31
1996-10-27,1996-10-28,54,39,"a","ABC News!!",1996-10-30
1996-10-27,1996-10-28,52,36,"a","ABC News!!",1996-10-30
1996-10-23,1996-10-28,39,38,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-30
1996-10-27,1996-10-28,45,40,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-30
1996-10-27,1996-10-28,50,42,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-30
1996-10-26,1996-10-27,53,39,"a","ABC News!!",1996-10-29
1996-10-26,1996-10-27,49,38,"a","ABC News!!",1996-10-29
1996-10-22,1996-10-27,40,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-29
1996-10-24,1996-10-27,46,42,"a","Los Angeles Times!!",1996-10-29
1996-10-26,1996-10-27,45,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-29
1996-10-26,1996-10-27,49,43,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-29
1996-10-23,1996-10-27,45,36,"a","Washington Post!!",1996-10-29
1996-10-23,1996-10-27,47,40,"a","Washington Post!!",1996-10-29
1996-10-24,1996-10-26,50,41,"a","ABC News!!",1996-10-28
1996-10-24,1996-10-26,47,39,"a","ABC News!!",1996-10-28
1996-10-25,1996-10-26,47,40,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-28
1996-10-25,1996-10-26,50,42,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-28
1996-10-24,1996-10-25,50,41,"a","ABC News!!",1996-10-27
1996-10-24,1996-10-25,47,38,"a","ABC News!!",1996-10-27
1996-10-24,1996-10-25,48,39,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-27
1996-10-24,1996-10-25,51,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-27
1996-10-23,1996-10-24,49,41,"a","ABC News!!",1996-10-26
1996-10-23,1996-10-24,46,39,"a","ABC News!!",1996-10-26
1996-10-21,1996-10-24,40,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-26
1996-10-23,1996-10-24,45,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-26
1996-10-23,1996-10-24,48,43,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-26
1996-10-22,1996-10-23,49,42,"a","ABC News!!",1996-10-25
1996-10-22,1996-10-23,46,40,"a","ABC News!!",1996-10-25
1996-10-20,1996-10-23,40,40,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-25
1996-10-22,1996-10-23,46,38,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-25
1996-10-22,1996-10-23,51,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-25
1996-10-21,1996-10-22,48,43,"a","ABC News!!",1996-10-24
1996-10-21,1996-10-22,46,42,"a","ABC News!!",1996-10-24
1996-10-18,1996-10-22,46,34,"a","Associated Press!!",1996-10-24
1996-10-17,1996-10-22,41,40,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-24
1996-10-21,1996-10-22,48,34,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-24
1996-10-21,1996-10-22,55,37,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-24
1996-10-19,1996-10-22,39,38,"rv","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1996-10-24
1996-10-20,1996-10-21,50,42,"a","ABC News!!",1996-10-23
1996-10-20,1996-10-21,47,39,"a","ABC News!!",1996-10-23
1996-10-16,1996-10-21,41,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-23
1996-10-20,1996-10-21,50,34,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-23
1996-10-20,1996-10-21,55,37,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-23
1996-10-14,1996-10-20,49,42,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-10-22
1996-10-14,1996-10-20,43,38,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-10-22
1996-10-19,1996-10-20,50,41,"a","ABC News!!",1996-10-22
1996-10-19,1996-10-20,47,37,"a","ABC News!!",1996-10-22
1996-10-17,1996-10-20,47,37,"a","CBS News/New York Times!!",1996-10-22
1996-10-15,1996-10-20,40,38,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-22
1996-10-19,1996-10-20,48,38,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-22
1996-10-19,1996-10-20,53,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-22
1996-10-17,1996-10-19,50,43,"a","ABC News!!",1996-10-21
1996-10-17,1996-10-19,47,39,"a","ABC News!!",1996-10-21
1996-10-18,1996-10-19,47,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-21
1996-10-18,1996-10-19,51,43,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-21
1996-10-17,1996-10-18,50,36,"a","Princeton Survey Research Associates!!Newsweek",1996-10-20
1996-10-17,1996-10-18,46,32,"a","Princeton Survey Research Associates!!Newsweek",1996-10-20
1996-10-16,1996-10-18,50,44,"a","ABC News!!",1996-10-20
1996-10-16,1996-10-18,47,40,"a","ABC News!!",1996-10-20
1996-10-14,1996-10-17,41,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-19
1996-10-15,1996-10-16,53,40,"a","ABC News!!",1996-10-18
1996-10-13,1996-10-16,41,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-18
1996-10-14,1996-10-15,53,40,"a","ABC News!!",1996-10-17
1996-10-14,1996-10-15,49,38,"a","ABC News!!",1996-10-17
1996-10-10,1996-10-15,42,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-17
1996-10-13,1996-10-14,53,40,"a","ABC News!!",1996-10-16
1996-10-13,1996-10-14,49,38,"a","ABC News!!",1996-10-16
1996-10-09,1996-10-14,42,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-16
1996-10-13,1996-10-14,47,37,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-16
1996-10-13,1996-10-13,52,40,"a","ABC News!!",1996-10-15
1996-10-12,1996-10-13,51,37,"a","ABC News!!",1996-10-15
1996-10-12,1996-10-13,54,39,"a","ABC News!!",1996-10-15
1996-10-13,1996-10-13,50,37,"a","ABC News!!",1996-10-15
1996-10-10,1996-10-13,47,41,"a","CBS News/New York Times!!",1996-10-15
1996-10-08,1996-10-13,41,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-15
1996-10-12,1996-10-13,47,38,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-15
1996-10-12,1996-10-13,52,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-15
1996-10-11,1996-10-12,53,40,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-14
1996-10-11,1996-10-12,49,37,"a","ABC News!!",1996-10-14
1996-10-11,1996-10-12,52,40,"a","ABC News!!",1996-10-14
1996-10-10,1996-10-11,52,38,"a","Yankelovich Partners!!Time, Cable News Network",1996-10-13
1996-10-10,1996-10-11,48,36,"a","Yankelovich Partners!!Time, Cable News network",1996-10-13
1996-10-10,1996-10-11,49,36,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-13
1996-10-10,1996-10-11,53,38,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-13
1996-10-06,1996-10-09,41,40,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-11
1996-10-03,1996-10-09,45,43,"rv","American Viewpoint!!",1996-10-11
1996-10-03,1996-10-08,42,40,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-10
1996-10-07,1996-10-08,48,38,"a","ABC News!!",1996-10-10
1996-10-07,1996-10-08,51,41,"a","ABC News!!",1996-10-10
1996-10-02,1996-10-07,41,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-09
1996-10-01,1996-10-06,41,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-08
1996-09-30,1996-10-03,40,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-05
1996-10-02,1996-10-03,49,38,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-05
1996-10-02,1996-10-03,53,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-05
1996-09-29,1996-10-02,40,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-04
1996-10-01,1996-10-02,47,38,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-04
1996-10-01,1996-10-02,52,42,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-04
1996-09-26,1996-10-01,42,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-03
1996-09-29,1996-10-01,46,37,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-03
1996-09-29,1996-10-01,50,42,"a","Gallup Organization!!Cable News Network, USA Today",1996-10-03
1996-09-25,1996-09-30,42,38,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-02
1996-09-25,1996-09-29,48,41,"a","ABC News!!",1996-10-01
1996-09-24,1996-09-29,41,40,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-10-01
1996-09-25,1996-09-29,49,43,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-10-01
1996-09-25,1996-09-29,43,39,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-10-01
1996-09-23,1996-09-26,41,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-09-28
1996-09-22,1996-09-25,40,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-09-27
1996-09-19,1996-09-24,40,39,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-09-26
1996-09-22,1996-09-24,40,40,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-26
1996-09-22,1996-09-24,47,43,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-26
1996-09-18,1996-09-23,39,40,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-09-25
1996-09-21,1996-09-23,41,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-25
1996-09-21,1996-09-23,47,45,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-25
1996-09-18,1996-09-22,50,43,"a","ABC News!!",1996-09-24
1996-09-17,1996-09-22,38,42,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-09-24
1996-09-20,1996-09-22,42,42,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-24
1996-09-20,1996-09-22,47,45,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-24
1996-09-19,1996-09-21,44,42,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-23
1996-09-19,1996-09-21,49,44,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-23
1996-09-19,1996-09-20,48,43,"a","Princeton Survey Research Associates!!Newsweek",1996-09-22
1996-09-18,1996-09-20,46,40,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-22
1996-09-18,1996-09-20,32,18,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-22
1996-09-16,1996-09-19,38,40,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-09-21
1996-09-15,1996-09-18,38,42,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-09-20
1996-09-12,1996-09-17,38,42,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-09-19
1996-09-15,1996-09-17,50,40,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-19
1996-09-15,1996-09-17,53,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-19
1996-09-12,1996-09-17,42,36,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1996-09-19
1996-09-11,1996-09-16,39,42,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-09-18
1996-09-14,1996-09-16,47,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-18
1996-09-14,1996-09-16,51,43,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-18
1996-09-11,1996-09-15,49,45,"a","ABC News!!",1996-09-17
1996-09-10,1996-09-15,38,43,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-09-17
1996-09-13,1996-09-15,48,40,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-17
1996-09-13,1996-09-15,51,42,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-17
1996-09-12,1996-09-14,47,40,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-16
1996-09-12,1996-09-14,51,42,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-16
1996-09-11,1996-09-13,47,39,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-15
1996-09-11,1996-09-13,51,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-15
1996-09-09,1996-09-12,38,41,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-09-14
1996-09-08,1996-09-11,39,40,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-09-13
1996-09-05,1996-09-10,40,37,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-09-12
1996-09-07,1996-09-10,50,40,"a","Los Angeles Times!!",1996-09-12
1996-09-08,1996-09-10,44,39,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-12
1996-09-08,1996-09-10,48,43,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-12
1996-09-04,1996-09-09,43,35,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-09-11
1996-09-07,1996-09-09,46,36,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-11
1996-09-07,1996-09-09,51,39,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-11
1996-09-03,1996-09-08,40,37,"lv","The Tarrance Group and Lake Research!!Hotline, Tarrance Group and Lake Research",1996-09-10
1996-09-06,1996-09-08,46,36,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-10
1996-09-06,1996-09-08,50,40,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-10
1996-09-05,1996-09-08,51,43,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-09-10
1996-09-05,1996-09-08,45,39,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-09-10
1996-09-05,1996-09-07,46,36,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-09
1996-09-05,1996-09-07,50,40,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-09
1996-09-04,1996-09-06,46,39,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-08
1996-09-04,1996-09-06,49,42,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-08
1996-09-04,1996-09-05,48,42,"a","Yankelovich Partners!!Time, Cable News Network",1996-09-07
1996-09-02,1996-09-05,48,43,"rv","American Viewpoint!!",1996-09-07
1996-09-02,1996-09-04,44,40,"a","CBS News/New York Times!!",1996-09-06
1996-09-03,1996-09-04,48,44,"a","ABC News/Washington Post!!",1996-09-06
1996-09-03,1996-09-04,45,42,"a","ABC News/Washington Post!!",1996-09-06
1996-08-30,1996-09-01,47,38,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-03
1996-08-30,1996-09-01,51,40,"a","Gallup Organization!!Cable News Network, USA Today",1996-09-03
1996-08-28,1996-08-29,53,39,"rv","ABC News!!",1996-08-31
1996-08-28,1996-08-29,49,36,"rv","ABC News!!",1996-08-31
1996-08-26,1996-08-28,45,36,"a","CBS News!!",1996-08-30
1996-08-27,1996-08-28,51,40,"rv","ABC News!!",1996-08-30
1996-08-27,1996-08-28,47,37,"rv","ABC News!!",1996-08-30
1996-08-26,1996-08-27,45,36,"a","CBS News!!",1996-08-29
1996-08-26,1996-08-27,51,41,"rv","ABC News!!",1996-08-29
1996-08-26,1996-08-27,47,38,"rv","ABC News!!",1996-08-29
1996-08-25,1996-08-26,51,41,"rv","ABC News!!",1996-08-28
1996-08-25,1996-08-26,46,38,"rv","ABC News!!",1996-08-28
1996-08-24,1996-08-25,48,43,"rv","ABC News!!",1996-08-27
1996-08-24,1996-08-25,44,40,"rv","ABC News!!",1996-08-27
1996-08-22,1996-08-24,47,43,"rv","ABC News!!",1996-08-26
1996-08-22,1996-08-24,43,40,"rv","ABC News!!",1996-08-26
1996-08-20,1996-08-21,38,37,"rv","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1996-08-23
1996-08-17,1996-08-20,49,43,"rv","American Viewpoint!!",1996-08-22
1996-08-18,1996-08-19,49,42,"rv","ABC News!!",1996-08-21
1996-08-18,1996-08-19,45,40,"rv","ABC News!!",1996-08-21
1996-08-16,1996-08-18,43,41,"a","CBS News/New York Times!!",1996-08-20
1996-08-16,1996-08-18,49,45,"a","Gallup Organization!!Cable News Network, USA Today",1996-08-20
1996-08-15,1996-08-18,45,46,"rv","ABC News!!",1996-08-20
1996-08-15,1996-08-18,43,43,"rv","ABC News!!",1996-08-20
1996-08-14,1996-08-15,46,43,"rv","ABC News!!",1996-08-17
1996-08-14,1996-08-15,44,40,"rv","ABC News!!",1996-08-17
1996-08-12,1996-08-14,41,38,"a","CBS News!!",1996-08-16
1996-08-13,1996-08-14,48,42,"rv","ABC News!!",1996-08-16
1996-08-13,1996-08-14,44,40,"rv","ABC News!!",1996-08-16
1996-08-12,1996-08-13,43,38,"a","CBS News!!",1996-08-15
1996-08-12,1996-08-13,49,43,"rv","ABC News!!",1996-08-15
1996-08-12,1996-08-13,44,41,"rv","ABC News!!",1996-08-15
1996-08-11,1996-08-12,49,42,"rv","ABC News!!",1996-08-14
1996-08-11,1996-08-12,46,39,"rv","ABC News!!",1996-08-14
1996-08-10,1996-08-11,49,40,"rv","ABC News!!",1996-08-13
1996-08-10,1996-08-11,45,38,"rv","ABC News!!",1996-08-13
1996-08-05,1996-08-10,49,40,"rv","ABC News!!",1996-08-12
1996-08-05,1996-08-10,46,38,"rv","ABC News!!",1996-08-12
1996-08-08,1996-08-09,44,47,"rv","Princeton Survey Research Associates!!Newsweek",1996-08-11
1996-08-08,1996-08-09,37,42,"rv","Princeton Survey Research Associates!!Newsweek",1996-08-11
1996-08-07,1996-08-08,45,35,"a","Yankelovich Partners!!Time, Cable News Network",1996-08-10
1996-08-07,1996-08-08,51,39,"a","Yankelovich Partners!!Time, Cable News Network",1996-08-10
1996-08-05,1996-08-07,43,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-08-09
1996-08-05,1996-08-07,48,44,"a","Gallup Organization!!Cable News Network, USA Today",1996-08-09
1996-08-03,1996-08-06,47,43,"a","Los Angeles Times!!",1996-08-08
1996-08-02,1996-08-06,38,38,"rv","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1996-08-08
1996-08-03,1996-08-05,46,39,"a","CBS News/New York Times!!",1996-08-07
1996-08-01,1996-08-05,49,43,"a","ABC News/Washington Post!!",1996-08-07
1996-08-01,1996-08-05,46,41,"a","ABC News/Washington Post!!",1996-08-07
1996-08-03,1996-08-05,46,41,"a","ABC News/Washington Post!!",1996-08-07
1996-08-03,1996-08-05,49,44,"a","ABC News/Washington Post!!",1996-08-07
1996-08-02,1996-08-04,46,42,"rv","ABC News/Washington Post!!",1996-08-06
1996-08-02,1996-08-04,49,44,"rv","ABC News/Washington Post!!",1996-08-06
1996-08-01,1996-08-03,49,40,"rv","ABC News/Washington Post!!",1996-08-05
1996-08-01,1996-08-03,51,41,"rv","ABC News/Washington Post!!",1996-08-05
1996-07-26,1996-07-30,49,41,"rv","Yankelovich Partners!!Time, Cable News Network",1996-08-01
1996-07-25,1996-07-28,47,46,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-07-30
1996-07-25,1996-07-28,42,38,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-07-30
1996-07-18,1996-07-21,44,39,"a","Gallup Organization!!Cable News Network, USA Today",1996-07-23
1996-07-18,1996-07-21,48,42,"a","Gallup Organization!!Cable News Network, USA Today",1996-07-23
1996-07-17,1996-07-21,44,43,"rv","American Viewpoint!!",1996-07-23
1996-07-12,1996-07-16,42,41,"a","Associated Press!!",1996-07-18
1996-07-12,1996-07-14,40,37,"rv","Hart and Teeter Research Companies!!NBC News, Microsoft Corporation",1996-07-16
1996-07-10,1996-07-14,45,35,"a","Washington Post!!",1996-07-16
1996-07-10,1996-07-14,50,38,"a","Washington Post!!",1996-07-16
1996-07-11,1996-07-13,44,41,"a","CBS News/New York Times!!",1996-07-15
1996-07-10,1996-07-11,48,41,"a","Yankelovich Partners!!Time, Cable News Network",1996-07-13
1996-06-27,1996-06-30,50,43,"a","ABC News/Washington Post!!",1996-07-02
1996-06-27,1996-06-30,47,40,"a","ABC News/Washington Post!!",1996-07-02
1996-06-20,1996-06-25,40,35,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1996-06-27
1996-06-20,1996-06-23,45,39,"a","New York Times!!",1996-06-25
1996-06-19,1996-06-23,46,43,"rv","American Viewpoint!!",1996-06-25
1996-06-18,1996-06-19,46,39,"a","Gallup Organization!!Cable News Network, USA Today",1996-06-21
1996-06-18,1996-06-19,50,43,"a","Gallup Organization!!Cable News Network, USA Today",1996-06-21
1996-06-12,1996-06-13,46,44,"a","Yankelovich Partners!!Time, Cable News Network",1996-06-15
